id,left_employee_flag,age_years,tenure_below_1yr_flag,manager_flag,climate,climate_change,question 21,question 23
2329,Staying employees,30,0,0,79.7,-14.7,87.5,100.0
2330,Leaving employees,29,0,0,96.3,15.0,100.0,100.0
2331,Leaving employees,39,0,0,24.0,,,
2332,Staying employees,49,0,0,78.2,0.3,,99.0
2333,Staying employees,31,0,0,29.7,40.7,0.0,0.0
2334,Staying employees,31,0,0,81.6,-4.7,,70.0
2335,Staying employees,33,1,0,100.0,,,
2336,Staying employees,52,0,0,87.0,-3.0,67.0,100.0
2337,Staying employees,25,0,0,78.4,5.3,49.0,79.0
2338,Staying employees,51,0,0,74.4,-11.8,,100.0
2339,Staying employees,31,1,0,89.3,9.5,,
2340,Staying employees,45,0,0,93.7,9.7,,100.0
2341,Leaving employees,68,0,0,95.0,10.0,100.0,97.0
2342,Staying employees,41,0,0,89.7,9.3,100.0,100.0
2343,Leaving employees,23,1,0,100.0,,,86.0
2344,Staying employees,38,1,0,64.0,,,
2345,Staying employees,24,1,0,82.3,8.0,48.0,100.0
2346,Staying employees,55,0,0,100.0,0.0,75.0,
2347,Staying employees,45,0,0,52.3,-36.0,1.0,100.0
2348,Staying employees,45,0,0,100.0,,,
2349,Staying employees,33,0,0,77.4,12.0,87.0,93.0
2350,Staying employees,35,0,0,100.0,0.0,100.0,100.0
2351,Staying employees,46,0,0,95.0,0.7,82.0,100.0
2352,Staying employees,24,0,0,100.0,0.0,100.0,100.0
2353,Staying employees,39,0,0,70.1,-5.0,20.0,77.5
2354,Staying employees,38,0,1,95.0,-3.3,30.0,52.0
2355,Staying employees,40,0,0,95.1,11.3,70.0,100.0
2356,Staying employees,51,0,0,100.0,0.0,100.0,100.0
2357,Staying employees,37,0,0,99.7,0.7,100.0,100.0
2358,Staying employees,31,0,0,83.5,,,95.0
2359,Staying employees,38,0,0,100.0,0.0,90.0,100.0
2360,Staying employees,42,0,0,100.0,,,
2361,Leaving employees,33,0,0,92.0,,,
2362,Staying employees,52,0,0,38.3,5.0,,96.0
2363,Staying employees,53,0,0,,,87.0,
2364,Staying employees,31,0,0,100.0,0.0,79.5,100.0
2365,Staying employees,61,0,0,99.8,-0.5,100.0,100.0
2366,Staying employees,36,0,1,71.3,-24.0,94.0,100.0
2367,Staying employees,31,0,0,80.0,,,
2368,Staying employees,42,0,0,81.3,5.3,93.0,95.0
2369,Staying employees,28,1,0,80.0,,,100.0
2370,Staying employees,24,0,0,75.0,,,
2371,Staying employees,33,1,0,100.0,0.0,,100.0
2372,Staying employees,46,0,0,89.0,9.5,,100.0
2373,Leaving employees,40,0,0,24.5,,,83.0
2374,Leaving employees,29,0,0,85.3,2.3,68.0,100.0
2375,Staying employees,37,0,0,30.7,1.0,49.0,100.0
2376,Staying employees,49,0,0,64.8,4.3,,100.0
2377,Staying employees,53,0,0,97.0,-2.5,97.0,
2378,Staying employees,32,1,0,96.0,-4.2,100.0,100.0
2379,Leaving employees,44,0,0,4.4,-4.0,0.0,86.0
2380,Leaving employees,36,0,0,94.0,-3.5,80.5,100.0
2381,Staying employees,34,0,0,97.1,3.3,75.0,100.0
2382,Staying employees,37,0,0,100.0,0.0,81.0,100.0
2383,Staying employees,36,1,0,91.6,-5.3,80.0,100.0
2384,Staying employees,43,0,0,86.7,-13.8,100.0,100.0
2385,Leaving employees,35,1,0,34.0,,,66.0
2386,Staying employees,52,0,0,92.0,,80.0,100.0
2387,Staying employees,35,0,0,79.0,-2.7,66.0,86.5
2388,Staying employees,37,0,0,75.5,,,
2389,Staying employees,47,0,0,83.5,-1.0,100.0,
2390,Staying employees,37,0,1,81.8,-1.2,,63.0
2391,Staying employees,27,0,0,51.9,-12.3,26.0,28.0
2392,Staying employees,45,0,0,97.0,1.5,85.0,
2393,Leaving employees,36,0,0,95.7,6.7,90.0,95.0
2394,Staying employees,50,0,0,93.4,-1.3,,100.0
2395,Staying employees,32,0,0,66.7,-20.0,,100.0
2396,Staying employees,52,0,0,87.0,-3.3,,87.0
2397,Staying employees,48,0,0,100.0,0.0,100.0,100.0
2398,Leaving employees,50,0,1,52.8,-34.0,13.0,
2399,Staying employees,35,0,0,46.0,,,
2400,Staying employees,29,0,0,57.7,13.3,0.0,29.0
2401,Staying employees,38,0,0,92.5,30.0,,
2402,Staying employees,33,0,0,81.3,-1.7,11.0,75.0
2403,Staying employees,47,0,0,84.8,-10.0,,100.0
2404,Leaving employees,25,0,0,67.0,,0.0,0.0
2405,Leaving employees,20,1,0,100.0,,,100.0
2406,Staying employees,33,0,0,94.3,,100.0,88.0
2407,Staying employees,44,0,0,66.4,4.3,,
2408,Staying employees,38,0,0,100.0,,50.0,
2409,Leaving employees,30,1,0,100.0,,,
2410,Staying employees,28,0,0,84.7,-2.3,50.0,90.0
2411,Staying employees,40,0,0,72.1,36.3,100.0,100.0
2412,Staying employees,26,0,0,37.0,,,
2413,Leaving employees,32,0,0,90.0,-10.0,100.0,33.0
2414,Staying employees,43,0,0,100.0,,,
2415,Staying employees,46,0,0,99.7,-0.5,,
2416,Staying employees,38,0,0,100.0,0.0,,100.0
2417,Staying employees,43,0,0,95.0,,,100.0
2418,Staying employees,47,0,0,100.0,0.0,100.0,100.0
2419,Staying employees,35,0,1,98.6,0.0,60.0,81.0
2420,Staying employees,45,0,1,78.0,,75.0,
2421,Staying employees,36,0,0,53.0,-1.0,0.0,0.0
2422,Staying employees,42,0,0,77.3,-22.7,35.0,26.0
2423,Staying employees,45,0,0,75.7,-4.3,22.0,80.0
2424,Staying employees,52,0,0,95.3,4.7,100.0,100.0
2425,Staying employees,58,0,0,95.0,,,
2426,Leaving employees,23,1,0,68.0,,,
2427,Staying employees,38,0,0,100.0,0.0,100.0,100.0
2428,Leaving employees,45,0,0,100.0,,,
2429,Leaving employees,44,0,0,60.2,,10.0,100.0
2430,Leaving employees,30,1,0,66.5,,50.0,
2431,Leaving employees,29,0,0,27.0,,,
2432,Leaving employees,26,1,0,100.0,,,
2433,Staying employees,32,0,0,96.6,6.0,82.0,100.0
2434,Staying employees,25,0,0,68.6,10.0,90.0,100.0
2435,Staying employees,29,0,0,74.8,3.0,85.0,80.0
2436,Staying employees,51,0,0,83.3,,,
2437,Staying employees,54,0,0,57.0,-7.5,35.0,68.0
2438,Staying employees,47,0,0,75.0,24.2,,87.0
2439,Staying employees,33,0,0,95.9,9.7,,100.0
2440,Staying employees,35,1,0,75.2,-32.8,,
2441,Staying employees,25,1,0,30.7,32.0,0.0,
2442,Staying employees,27,0,0,51.4,-16.3,,25.0
2443,Staying employees,29,0,0,74.8,17.2,,100.0
2444,Staying employees,30,0,0,5.3,4.0,3.5,0.0
2445,Staying employees,33,1,0,100.0,,100.0,
2446,Staying employees,53,0,0,44.0,,7.0,
2447,Leaving employees,23,1,0,100.0,,,
2448,Staying employees,34,1,0,100.0,,,
2449,Staying employees,29,0,0,79.0,16.3,60.0,94.0
2450,Staying employees,38,0,0,75.0,,50.0,
2451,Staying employees,58,1,0,95.0,0.0,95.0,
2452,Staying employees,51,0,0,94.0,,,
2453,Staying employees,60,0,0,40.0,,,
2454,Staying employees,35,1,0,100.0,0.0,100.0,100.0
2455,Staying employees,24,0,0,64.3,-11.2,87.0,80.0
2456,Leaving employees,35,0,1,84.1,6.5,70.0,100.0
2457,Staying employees,41,0,0,,,,85.0
2458,Leaving employees,46,0,0,87.7,52.0,50.0,100.0
2459,Staying employees,24,0,0,74.0,,,100.0
2460,Staying employees,55,1,0,100.0,0.0,,100.0
2461,Leaving employees,26,1,0,92.5,,,
2462,Leaving employees,32,0,0,92.1,-16.7,,
2463,Staying employees,28,0,0,84.5,9.0,,
2464,Staying employees,47,0,0,100.0,0.0,100.0,
2465,Staying employees,33,0,0,41.0,,,73.0
2466,Staying employees,39,0,1,84.0,-21.7,82.5,80.0
2467,Leaving employees,34,0,0,100.0,,,100.0
2468,Staying employees,53,0,0,69.3,8.3,10.5,90.0
2469,Staying employees,39,0,0,80.0,,,61.0
2470,Staying employees,21,1,0,83.7,-9.5,100.0,
2471,Staying employees,55,0,0,74.8,4.7,,
2472,Staying employees,34,0,0,23.0,,,
2473,Staying employees,39,0,0,27.0,,,
2474,Staying employees,47,0,0,67.8,6.5,69.0,
2475,Staying employees,45,0,0,74.2,-20.5,,100.0
2476,Staying employees,44,1,0,61.5,,,
2477,Staying employees,38,0,0,34.4,-3.0,11.0,0.0
2478,Staying employees,44,0,0,61.4,-17.3,69.0,75.0
2479,Leaving employees,33,0,0,72.0,,97.0,100.0
2480,Staying employees,44,0,0,95.3,2.3,,100.0
2481,Staying employees,41,0,0,82.3,1.3,81.0,80.0
2482,Staying employees,40,0,0,100.0,,,
2483,Staying employees,36,1,0,100.0,,100.0,100.0
2484,Staying employees,51,0,1,67.9,-28.7,40.0,100.0
2485,Staying employees,43,0,0,86.6,2.0,95.0,100.0
2486,Staying employees,32,1,0,30.0,,,
2487,Staying employees,22,1,0,100.0,0.0,,100.0
2488,Staying employees,32,0,0,100.0,0.0,100.0,100.0
2489,Staying employees,38,0,0,90.0,,90.0,
2490,Staying employees,32,0,0,74.0,,,
2491,Staying employees,47,0,0,60.3,31.0,0.0,72.0
2492,Staying employees,55,0,0,100.0,,,
2493,Leaving employees,23,0,0,46.0,,,
2494,Leaving employees,23,0,0,56.3,-10.5,8.5,45.0
2495,Staying employees,28,0,0,100.0,,,
2496,Staying employees,48,0,0,72.0,,68.0,
2497,Staying employees,23,0,0,72.7,39.0,21.0,100.0
2498,Staying employees,32,0,1,77.0,,28.0,
2499,Staying employees,27,0,0,90.0,,,100.0
2500,Staying employees,41,0,1,37.3,,0.0,
2501,Staying employees,33,0,0,90.8,-1.7,100.0,100.0
2502,Staying employees,32,1,0,90.0,-5.0,,100.0
2503,Staying employees,34,0,0,41.8,,51.0,100.0
2504,Staying employees,51,0,0,12.5,,,
2505,Staying employees,34,0,0,98.3,4.0,50.0,100.0
2506,Staying employees,49,0,0,95.7,4.7,,100.0
2507,Leaving employees,49,1,0,100.0,,,
2508,Staying employees,37,0,0,92.6,2.5,83.0,100.0
2509,Staying employees,60,0,0,33.0,-16.0,,
2510,Leaving employees,39,0,0,80.0,,46.5,100.0
2511,Leaving employees,21,1,0,14.0,,100.0,
2512,Staying employees,37,1,0,100.0,,,
2513,Staying employees,40,0,0,45.8,-0.3,43.5,84.0
2514,Staying employees,45,0,0,1.0,,11.0,
2515,Leaving employees,32,0,0,96.1,-10.3,80.0,100.0
2516,Staying employees,40,0,0,99.4,0.0,,
2517,Staying employees,41,0,0,100.0,,,100.0
2518,Staying employees,34,1,0,100.0,0.0,,100.0
2519,Staying employees,53,0,0,83.7,-26.7,6.0,67.0
2520,Staying employees,45,0,0,39.5,-15.0,0.0,
2521,Staying employees,21,0,0,100.0,,,100.0
2522,Staying employees,36,0,0,86.9,8.0,100.0,100.0
2523,Leaving employees,24,0,0,92.5,20.0,,100.0
2524,Staying employees,29,0,1,90.0,3.3,85.0,85.0
2525,Staying employees,41,1,0,99.0,2.0,50.0,
2526,Staying employees,32,1,0,31.5,,,
2527,Staying employees,24,1,0,100.0,,100.0,100.0
2528,Staying employees,39,0,0,92.1,6.7,,89.5
2529,Staying employees,33,0,0,60.2,-7.2,64.0,100.0
2530,Staying employees,52,0,0,82.7,25.5,73.0,100.0
2531,Staying employees,31,0,0,50.0,,,
2532,Staying employees,53,0,0,97.2,0.0,77.0,100.0
2533,Staying employees,39,0,0,85.6,-3.0,100.0,100.0
2534,Staying employees,29,0,0,1.8,-4.5,,0.0
2535,Leaving employees,25,0,0,100.0,,100.0,
2536,Staying employees,33,0,0,78.0,12.7,50.0,100.0
2537,Staying employees,29,0,0,71.5,,,100.0
2538,Staying employees,36,0,0,85.0,,,
2539,Staying employees,39,0,0,92.0,9.0,90.0,
2540,Staying employees,36,0,0,55.5,35.5,62.0,
2541,Leaving employees,28,0,0,70.5,,,75.0
2542,Leaving employees,26,1,0,73.8,,100.0,100.0
2543,Staying employees,30,0,0,83.3,50.0,100.0,100.0
2544,Staying employees,50,0,0,96.4,-1.0,,98.0
2545,Staying employees,29,0,0,80.7,2.5,50.0,
2546,Staying employees,31,1,0,87.5,,,
2547,Staying employees,48,0,0,81.6,16.3,49.0,59.0
2548,Staying employees,25,0,0,78.0,6.8,94.0,100.0
2549,Staying employees,62,0,0,,,,75.0
2550,Leaving employees,21,1,0,73.7,,,100.0
2551,Staying employees,43,0,0,95.0,10.0,100.0,100.0
2552,Staying employees,25,0,0,74.5,0.7,84.0,100.0
2553,Leaving employees,48,0,0,99.8,,,100.0
2554,Staying employees,31,0,0,75.3,24.3,90.0,100.0
2555,Staying employees,36,1,0,86.7,-9.3,23.0,100.0
2556,Staying employees,35,0,0,88.3,-6.7,91.0,100.0
2557,Staying employees,39,0,0,92.6,18.5,100.0,100.0
2558,Staying employees,21,0,0,100.0,0.0,,
2559,Staying employees,44,0,0,70.3,-6.7,,89.0
2560,Leaving employees,34,1,0,100.0,,46.0,
2561,Staying employees,28,0,0,91.0,-21.0,13.0,100.0
2562,Staying employees,40,0,0,89.8,14.7,100.0,100.0
2563,Staying employees,24,1,0,90.4,0.7,,85.0
2564,Staying employees,43,0,0,100.0,,,
2565,Leaving employees,32,0,0,100.0,,100.0,100.0
2566,Staying employees,32,1,0,100.0,0.0,100.0,100.0
2567,Staying employees,30,0,0,45.4,-18.5,25.0,37.0
2568,Staying employees,43,0,0,83.8,15.0,80.0,80.0
2569,Staying employees,51,0,0,95.0,,,
2570,Staying employees,55,0,0,77.3,3.5,72.0,
2571,Staying employees,22,0,0,53.3,8.3,31.0,100.0
2572,Staying employees,45,0,0,100.0,,,
2573,Staying employees,44,1,1,53.2,17.0,,57.0
2574,Leaving employees,31,0,0,30.8,27.2,0.0,100.0
2575,Staying employees,28,0,0,83.0,,,100.0
2576,Staying employees,32,0,0,74.3,43.3,50.0,100.0
2577,Staying employees,30,0,1,31.4,-45.3,25.0,100.0
2578,Staying employees,37,0,0,83.0,,,
2579,Staying employees,54,0,0,100.0,0.0,100.0,100.0
2580,Staying employees,47,0,0,91.9,1.7,100.0,100.0
2581,Leaving employees,24,0,0,58.0,,,
2582,Staying employees,34,0,0,100.0,0.0,85.0,100.0
2583,Staying employees,28,0,0,96.1,-1.0,,100.0
2584,Staying employees,34,0,0,47.4,54.3,0.0,100.0
2585,Staying employees,24,0,0,73.0,-24.0,,
2586,Staying employees,50,0,1,100.0,0.0,42.0,100.0
2587,Staying employees,43,0,0,60.3,65.5,,80.0
2588,Staying employees,32,0,0,5.5,,0.0,
2589,Leaving employees,20,1,0,58.3,,0.0,60.0
2590,Staying employees,55,0,0,77.8,-0.5,,100.0
2591,Staying employees,34,0,1,73.7,6.3,80.0,86.0
2592,Staying employees,30,0,0,69.5,-5.0,30.0,88.0
2593,Staying employees,29,0,0,95.3,2.3,98.0,100.0
2594,Staying employees,36,0,0,68.7,-54.0,100.0,
2595,Staying employees,30,1,0,80.0,-20.0,,
2596,Leaving employees,33,0,0,100.0,,100.0,
2597,Staying employees,29,0,0,58.6,35.0,,73.0
2598,Staying employees,39,0,0,98.3,0.0,77.0,100.0
2599,Staying employees,39,0,0,84.9,6.3,39.0,
2600,Staying employees,45,0,0,67.4,-7.3,24.0,100.0
2601,Staying employees,32,1,0,71.0,-22.0,80.0,75.0
2602,Staying employees,41,0,1,95.3,-0.8,97.0,100.0
2603,Staying employees,29,1,1,78.6,6.7,70.0,100.0
2604,Staying employees,28,0,0,70.2,-2.7,,83.0
2605,Staying employees,35,0,0,100.0,,,
2606,Leaving employees,50,0,0,,,,
2607,Staying employees,22,1,0,67.0,,26.0,
2608,Staying employees,24,0,0,98.0,,,
2609,Staying employees,31,1,0,84.0,-10.0,67.5,80.0
2610,Staying employees,38,1,0,82.1,21.7,78.0,100.0
2611,Leaving employees,50,0,0,35.0,,10.0,
2612,Leaving employees,46,0,0,73.0,17.5,67.0,100.0
2613,Staying employees,46,0,1,92.1,5.0,,100.0
2614,Staying employees,44,0,0,100.0,,,
2615,Staying employees,34,0,0,89.9,10.3,60.0,100.0
2616,Staying employees,38,0,1,95.0,-5.0,91.0,100.0
2617,Staying employees,38,0,0,99.7,0.7,100.0,100.0
2618,Staying employees,53,0,0,100.0,0.0,91.5,100.0
2619,Leaving employees,27,0,0,92.0,,100.0,
2620,Staying employees,36,0,0,50.7,7.7,,53.0
2621,Leaving employees,62,0,0,77.5,,,100.0
2622,Staying employees,38,0,0,96.3,6.3,100.0,100.0
2623,Staying employees,27,0,1,79.4,-22.0,60.0,100.0
2624,Leaving employees,32,0,1,74.0,,0.0,
2625,Staying employees,42,0,0,100.0,0.0,,100.0
2626,Staying employees,53,0,0,100.0,0.0,100.0,100.0
2627,Staying employees,31,0,0,74.5,9.0,,51.0
2628,Staying employees,21,0,0,75.0,,,
2629,Staying employees,30,0,0,42.0,10.0,0.0,
2630,Staying employees,33,0,0,79.7,-27.3,,100.0
2631,Staying employees,27,0,0,100.0,,,
2632,Staying employees,36,1,0,55.8,-8.3,70.0,61.0
2633,Leaving employees,27,0,0,100.0,,,100.0
2634,Staying employees,56,0,0,53.0,,,
2635,Staying employees,42,0,0,45.8,20.5,25.0,62.0
2636,Staying employees,25,0,0,100.0,,,
2637,Leaving employees,33,1,0,100.0,,,
2638,Staying employees,33,0,0,77.8,11.2,0.0,80.0
2639,Staying employees,36,0,0,73.6,55.0,100.0,100.0
2640,Leaving employees,45,0,0,28.0,,,
2641,Staying employees,29,1,0,87.7,,,
2642,Staying employees,26,0,0,100.0,0.0,68.0,100.0
2643,Staying employees,39,0,0,89.3,1.3,,89.0
2644,Staying employees,43,0,0,96.1,-9.0,,100.0
2645,Staying employees,56,1,0,73.6,-6.5,,81.0
2646,Leaving employees,21,0,0,95.3,,100.0,
2647,Staying employees,39,0,0,99.8,-0.5,100.0,100.0
2648,Staying employees,32,0,0,92.9,0.0,,75.0
2649,Staying employees,32,1,0,100.0,0.0,80.0,100.0
2650,Leaving employees,26,1,0,58.0,,,
2651,Staying employees,44,1,0,68.0,-52.0,,
2652,Leaving employees,30,0,0,100.0,0.0,100.0,100.0
2653,Staying employees,38,0,0,100.0,0.0,100.0,100.0
2654,Leaving employees,34,0,0,99.0,2.7,100.0,100.0
2655,Staying employees,35,1,0,60.0,36.7,45.0,100.0
2656,Staying employees,41,0,0,100.0,,,
2657,Staying employees,35,0,0,75.0,-6.0,100.0,100.0
2658,Staying employees,51,0,0,0.0,,0.0,
2659,Leaving employees,37,1,0,100.0,,,
2660,Staying employees,49,0,0,80.5,-39.0,,
2661,Staying employees,26,0,0,37.0,-3.3,0.0,29.0
2662,Staying employees,46,0,0,64.3,13.0,100.0,100.0
2663,Staying employees,32,0,0,79.5,12.0,50.0,67.0
2664,Staying employees,27,0,0,96.7,0.0,,
2665,Staying employees,49,0,0,95.8,0.0,,100.0
2666,Staying employees,53,0,0,83.4,17.7,,100.0
2667,Staying employees,25,0,0,81.3,9.0,,100.0
2668,Staying employees,58,0,0,77.3,-5.0,91.0,99.0
2669,Staying employees,42,0,0,61.7,-15.0,,
2670,Staying employees,43,0,0,78.0,-4.0,,
2671,Staying employees,39,0,0,92.3,25.0,,100.0
2672,Leaving employees,64,0,0,14.0,,,
2673,Staying employees,28,0,0,87.5,25.0,,
2674,Leaving employees,26,1,0,100.0,,,100.0
2675,Leaving employees,21,1,0,100.0,,100.0,
2676,Staying employees,30,0,0,99.3,1.7,,94.0
2677,Staying employees,32,0,0,30.0,,,
2678,Staying employees,39,0,0,55.9,-23.7,18.0,66.0
2679,Leaving employees,43,1,1,58.5,,,
2680,Staying employees,41,0,1,99.0,,,100.0
2681,Staying employees,34,0,0,80.0,20.0,,100.0
2682,Staying employees,29,0,0,85.0,18.3,100.0,100.0
2683,Staying employees,30,0,0,93.8,7.7,74.5,100.0
2684,Staying employees,48,0,0,94.3,0.0,,100.0
2685,Staying employees,52,0,0,83.0,-2.7,41.0,27.0
2686,Staying employees,32,0,0,96.0,10.0,20.0,
2687,Staying employees,37,0,0,79.7,-6.5,94.0,
2688,Leaving employees,25,1,0,63.5,,,
2689,Leaving employees,49,0,0,91.5,,,85.0
2690,Staying employees,42,0,0,85.7,-3.7,89.0,99.0
2691,Staying employees,35,0,0,76.3,-1.7,,100.0
2692,Staying employees,34,0,0,67.0,1.5,,64.0
2693,Staying employees,37,1,0,89.5,-10.3,40.0,100.0
2694,Staying employees,40,1,0,81.0,,,
2695,Staying employees,24,0,0,50.6,-6.5,33.0,60.0
2696,Staying employees,26,1,0,87.0,,,100.0
2697,Staying employees,40,0,0,100.0,,,
2698,Leaving employees,50,0,0,79.5,,,
2699,Staying employees,32,1,0,83.9,-4.0,85.0,100.0
2700,Leaving employees,29,1,0,83.3,,,
2701,Staying employees,29,0,0,87.8,10.3,100.0,99.0
2702,Staying employees,51,0,0,95.6,11.0,73.0,
2703,Staying employees,58,0,0,74.5,,,92.0
2704,Staying employees,35,0,0,100.0,0.0,86.0,100.0
2705,Staying employees,57,0,0,100.0,0.0,100.0,100.0
2706,Staying employees,37,0,0,100.0,,100.0,
2707,Staying employees,34,0,0,67.1,23.3,60.0,87.5
2708,Staying employees,50,0,0,77.4,-11.0,,73.0
2709,Leaving employees,26,0,0,80.0,,,
2710,Leaving employees,51,0,0,100.0,,,
2711,Staying employees,32,1,0,100.0,,,73.0
2712,Staying employees,35,0,0,78.3,13.3,78.5,
2713,Staying employees,41,0,0,65.8,1.7,,100.0
2714,Staying employees,34,0,0,91.7,5.8,83.0,85.0
2715,Staying employees,49,0,0,88.4,26.5,95.0,100.0
2716,Staying employees,52,1,0,0.0,,,
2717,Leaving employees,50,0,0,97.3,,91.0,100.0
2718,Staying employees,24,0,0,100.0,,,100.0
2719,Leaving employees,29,0,0,96.0,-10.0,,100.0
2720,Staying employees,25,0,0,80.5,6.0,88.0,
2721,Staying employees,29,0,0,97.0,0.0,100.0,80.0
2722,Staying employees,52,0,0,77.3,0.3,76.0,100.0
2723,Staying employees,38,1,0,95.7,-10.0,40.0,100.0
2724,Staying employees,50,0,0,50.7,1.7,20.0,50.0
2725,Staying employees,39,1,0,66.7,30.0,10.0,80.0
2726,Staying employees,53,0,0,89.4,-0.7,92.5,100.0
2727,Staying employees,28,1,0,98.5,-2.7,86.0,63.0
2728,Staying employees,24,0,0,100.0,,,
2729,Staying employees,47,0,0,100.0,,,
2730,Staying employees,27,0,0,100.0,,,
2731,Staying employees,54,0,0,22.9,-0.3,23.5,100.0
2732,Staying employees,32,0,0,71.0,,,
2733,Staying employees,44,0,0,59.4,-24.0,,100.0
2734,Leaving employees,25,0,0,84.2,-22.5,65.0,50.0
2735,Leaving employees,25,0,0,27.3,,,
2736,Staying employees,23,0,0,100.0,0.0,100.0,100.0
2737,Leaving employees,21,0,0,0.0,,,
2738,Staying employees,31,1,0,100.0,,,
2739,Staying employees,54,0,0,100.0,0.0,100.0,100.0
2740,Staying employees,33,0,0,100.0,0.0,90.0,100.0
2741,Leaving employees,45,0,0,23.6,,25.0,0.0
2742,Staying employees,39,0,0,97.1,6.7,70.0,100.0
2743,Staying employees,37,0,0,57.0,,,45.0
2744,Staying employees,42,0,0,86.0,,100.0,
2745,Staying employees,44,0,0,86.3,,,
2746,Staying employees,54,0,0,43.8,-7.0,100.0,100.0
2747,Staying employees,38,0,0,71.2,0.5,,81.0
2748,Staying employees,19,1,0,91.0,-15.0,,100.0
2749,Staying employees,30,0,0,92.5,1.7,80.0,100.0
2750,Staying employees,30,0,0,85.0,24.3,22.5,55.0
2751,Leaving employees,47,0,0,91.2,,96.5,100.0
2752,Staying employees,54,0,0,99.7,-1.0,,100.0
2753,Staying employees,34,0,1,100.0,0.0,90.0,90.0
2754,Staying employees,45,0,1,96.1,-2.7,90.0,100.0
2755,Staying employees,38,1,0,100.0,,70.0,
2756,Staying employees,43,0,0,79.0,31.5,100.0,100.0
2757,Staying employees,39,0,0,34.6,-14.3,,0.0
2758,Staying employees,36,1,0,98.1,-4.3,90.0,100.0
2759,Staying employees,28,1,0,58.5,,,
2760,Staying employees,30,0,0,82.5,,,74.0
2761,Staying employees,35,0,0,78.0,,,
2762,Staying employees,49,0,0,89.1,-12.0,90.0,95.5
2763,Staying employees,28,0,0,9.5,-2.3,,0.0
2764,Staying employees,32,0,1,76.9,23.0,75.0,100.0
2765,Leaving employees,26,0,0,84.8,,22.0,40.0
2766,Staying employees,32,0,0,86.4,10.2,77.0,100.0
2767,Staying employees,25,1,0,100.0,,,
2768,Staying employees,31,0,0,58.0,,,
2769,Staying employees,58,0,0,97.2,2.0,95.5,100.0
2770,Staying employees,35,0,0,90.6,-11.0,70.0,90.0
2771,Staying employees,41,0,1,100.0,,,
2772,Staying employees,35,1,0,39.0,14.0,41.0,
2773,Staying employees,56,0,0,87.9,17.7,,100.0
2774,Staying employees,40,0,0,68.7,-3.0,30.0,65.0
2775,Staying employees,36,0,0,79.5,-0.7,90.0,94.0
2776,Staying employees,24,1,0,100.0,,100.0,
2777,Leaving employees,44,1,0,89.3,,,
2778,Staying employees,45,0,0,100.0,0.0,69.0,100.0
2779,Staying employees,34,1,0,92.0,15.7,100.0,100.0
2780,Leaving employees,31,0,0,89.1,26.3,,83.0
2781,Staying employees,32,0,1,76.3,9.7,100.0,100.0
2782,Leaving employees,20,1,0,55.0,,,80.0
2783,Leaving employees,29,0,0,38.8,,25.0,
2784,Leaving employees,31,0,0,74.0,,,
2785,Leaving employees,35,1,0,56.0,,27.5,
2786,Staying employees,46,0,0,90.7,-15.0,100.0,100.0
2787,Staying employees,37,0,0,75.0,,,
2788,Staying employees,35,0,0,90.0,,,100.0
2789,Staying employees,41,0,0,56.0,10.0,17.5,80.0
2790,Staying employees,40,0,0,79.0,,8.0,
2791,Staying employees,34,0,0,48.3,-30.3,,33.0
2792,Staying employees,41,0,0,48.6,2.5,90.0,19.0
2793,Staying employees,53,0,0,93.7,,,
2794,Leaving employees,29,0,0,50.0,,,
2795,Staying employees,52,0,0,99.4,0.0,100.0,100.0
2796,Staying employees,32,0,0,100.0,0.0,100.0,100.0
2797,Staying employees,54,1,1,98.1,4.3,100.0,100.0
2798,Staying employees,47,1,0,100.0,0.0,100.0,100.0
2799,Leaving employees,24,0,0,12.0,,,0.0
2800,Leaving employees,38,0,0,100.0,,,100.0
2801,Staying employees,43,0,0,95.9,0.0,,100.0
2802,Staying employees,35,1,0,67.7,15.3,0.0,
2803,Staying employees,54,0,0,18.9,40.0,1.5,92.0
2804,Leaving employees,23,1,0,0.5,,,
2805,Staying employees,34,0,0,,,,
2806,Staying employees,47,1,0,96.0,,,
2807,Staying employees,45,0,0,77.4,0.0,65.0,80.0
2808,Staying employees,46,0,0,17.7,26.5,,
2809,Staying employees,23,1,0,100.0,,100.0,
2810,Staying employees,35,0,0,61.0,,9.0,
2811,Staying employees,40,1,0,99.7,0.7,87.5,89.0
2812,Staying employees,38,0,0,89.7,5.7,90.0,100.0
2813,Staying employees,36,0,0,25.0,,,
2814,Staying employees,53,0,0,96.6,4.7,81.5,100.0
2815,Leaving employees,40,0,0,81.7,,74.0,
2816,Staying employees,61,0,0,58.8,13.7,54.0,
2817,Staying employees,50,0,0,100.0,0.0,100.0,100.0
2818,Staying employees,21,1,0,100.0,,95.0,
2819,Staying employees,41,0,0,80.3,-59.0,0.0,
2820,Staying employees,56,0,0,42.4,-34.3,,67.0
2821,Staying employees,54,0,0,84.4,-19.7,,100.0
2822,Staying employees,40,0,0,94.6,-4.0,85.0,90.0
2823,Staying employees,33,0,0,86.2,7.0,100.0,100.0
2824,Staying employees,49,0,0,97.5,10.0,100.0,
2825,Staying employees,51,0,0,88.6,-6.0,,99.0
2826,Staying employees,29,1,0,89.0,,,
2827,Leaving employees,36,0,0,85.7,0.0,100.0,100.0
